"id","k","c1","c2","lt","unitVolume","initialStock"
45880,0.5,7.39,508.04,5,24.4874,5
45881,3.42,10.22,55.87,5,27.8094,11
45882,1.44,12.29,491.76,6,6.5891,10
45883,0.51,4.13,231.28,3,10.7255,23
45884,6.47,11.65,634.82,9,7.7034,42
45885,1.18,5.85,554.24,5,5.5515,43
45886,1.59,13.77,71.59,4,27.9816,7
45887,4.21,11.49,872.15,16,16.5505,13
45888,0.5,9.96,100.23,3,72.5655,10
45889,0.72,12.68,894.53,3,36.5992,10
45890,4.87,9.98,152.57,9,13.899,37
45891,1.01,5.92,43.45,4,20.6358,35
45892,7.15,13.26,228.93,16,8.3444,29
45893,0.68,8.7,248.75,4,54.9106,4
45894,1.36,13.97,823.64,5,32.0749,8
45895,6.25,13.92,1310.58,6,22.3296,48
45896,0.26,3.03,210.46,4,9.4125,9
45897,0.89,8.15,425,5,35.6818,30
45898,1.38,4.97,185.94,10,23.4176,10
45899,0.41,13.57,271.55,4,23.5068,8
45900,1,4.61,145.46,11,6.1123,25
45901,0.1,2.47,233.28,2,96.309,8
45902,0.33,2.34,208.98,4,42.4122,12
45903,0.99,3.24,28.15,11,11.9327,38
45904,0.97,9.74,90.58,5,22.7818,23
45905,0.12,3.39,269.19,4,20.32,16
45906,0.82,4.73,33.23,5,15.4213,16
45907,1.77,8.54,97.83,4,14.5919,22
45908,0.48,5.56,158.04,6,4.1166,21
45909,0.37,3.46,246,6,3.7218,9
45910,0.59,5,324.71,5,21.2013,10
45911,0.34,3.98,59.15,5,31.6503,10
45912,0.32,5.76,271.85,4,27.1215,19
45913,1.3,7.95,383.6,3,31.1185,25
45914,1.26,11.21,631.44,4,9.5973,17
45915,1.34,12.96,71.41,4,10.6837,21
45916,0.88,11.19,756.07,4,24.2718,8
45917,0.12,1.1,36.75,3,12.7742,16
45918,1.14,11.89,153.37,3,54.4554,11
45919,0.57,13.17,949.85,4,24.2743,5
45920,0.2,1.48,65.52,5,1.3658,18
45921,0.16,3.17,34.79,4,35.929,15
45922,2.68,4.74,441.04,6,2.3833,48
45923,0.73,2.63,226.78,6,12.1198,18
45924,0.63,7.24,410.86,3,22.5965,17
45925,0.15,4.12,91.22,3,50.21,7
45926,4.7,7.9,412.76,8,8.4147,49
45927,1.38,9.15,323.57,4,19.7537,16
45928,0.7,6.11,33.41,3,31.4114,8
45929,3.08,6.73,531.01,10,6.9601,49
45930,0.18,3.62,188.69,4,23.5595,11
45931,1.23,13.32,420.74,3,37.47,4
45932,2.68,13.05,556.56,4,30.7497,27
45933,3.63,11.35,117.13,8,19.4465,27
45934,1.5,1.96,13.08,8,8.2356,28
45935,11.59,11.92,410.61,10,7.2696,38
45936,0.66,4.64,191.71,3,8.7993,6
45937,1.35,9.06,463.68,6,0.6184,12
45938,0.79,9.29,186.83,5,8.5757,12
45939,2.24,4,304.18,11,0.8153,17
45940,1.64,12.54,396.27,4,13.3526,26
45941,3.07,3.46,44.76,8,14.3773,33
45942,8.13,5.73,296.91,12,1.8838,56
45943,2.36,9.36,403.72,9,2.1219,33
45944,0.9,9.93,329.61,4,36.6848,11
45945,0.81,2.74,74.97,5,18.6907,33
45946,0.43,9.22,161.56,4,20.6248,14
45947,0.89,10.96,74.51,4,15.2164,12
45948,0.09,2.08,199.04,3,18.5397,4
45949,0.49,5.45,28.1,5,31.7667,19
45950,1.2,9.2,566.71,5,7.2873,22
45951,0.37,3.22,120.65,5,8.4673,22
45952,0.66,9.88,69.49,5,17.262,32
45953,1.08,7.96,275.76,5,31.1283,24
45954,1.29,11.63,822.16,4,4.6311,17
45955,1.15,4.66,27.55,5,31.3418,25
45956,0.91,9.18,659.42,4,37.0205,18
45957,0.64,7.57,556.21,4,34.4477,8
45958,0.68,11.32,1013.95,4,31.2092,14
45959,0.45,10.74,673.33,3,14.6433,11
45960,3.01,2.3,42.84,10,3.2475,60
45961,7.63,4.19,153.66,8,16.3147,30
45962,0.37,1.59,133.3,5,18.5103,9
45963,0.19,2.51,74.84,5,8.8396,9
45964,0.39,4.44,210.46,4,35.4565,14
45965,1.44,4.48,277.57,12,4.2352,28
45966,0.16,1.08,5.97,5,27.3695,30
45967,0.11,1.11,42.74,3,30.8078,5
45968,1.12,8.62,435.67,3,38.2293,25
45969,0.38,12.84,859.27,4,9.1309,5
45970,5.77,4.69,82.25,12,9.9808,69
45971,2.04,5.85,348.61,6,14.8223,46
45972,1.5,11.75,920.73,4,20.5496,23
45973,1.05,6.83,553.91,6,22.6861,15
45974,5.45,9.27,523.94,8,1.2221,76
45975,0.15,1.48,122.72,4,21.8337,12
45976,0.14,4.12,294.61,3,17.072,11
45977,15.75,10.11,194.73,15,5.0628,101
45978,0.71,3.6,324.97,3,16.4927,30
45979,0.13,1.42,8.22,3,3.3209,19
45980,1.26,11.14,104.22,4,45.2594,9
45981,0.36,5.28,166.35,5,14.859,12
45982,1.21,13.16,132.69,6,18.8603,11
45983,1.31,13.7,281.16,3,13.0426,17
45984,0.31,3.24,107.58,4,10.9755,12
45985,1.44,4.34,34.06,6,9.2217,27
45986,0.23,2.36,203.82,5,28.554,10
45987,0.09,1.21,47.39,3,38.523,8
45988,4.26,6,492.55,7,1.6427,40
45989,0.6,4.27,118.7,6,20.3362,33
45990,0.18,1.11,6.56,3,16.6472,16
45991,0.83,9.07,904.74,3,15.761,16
45992,0.78,4.28,101.14,4,29.8414,38
45993,11.27,10.39,873.67,13,4.6476,37
45994,1.77,13.09,1134.86,5,2.7034,21
45995,0.15,1.82,68.85,4,46.3249,11
45996,1.26,6.91,108.82,9,10.5088,20
45997,1.44,11.58,211.48,5,13.0496,10
45998,2.35,9.36,625.05,6,7.6244,10
45999,1.63,11.04,916.57,5,23.9394,34
46000,0.75,4.64,357.53,6,19.4171,14
46001,3.05,8.86,54.62,6,22.3001,24
46002,1.23,9.01,177.8,6,45.5033,13
46003,0.31,3.05,38.58,4,7.2342,11
46004,0.27,4.68,143.15,3,40.5949,6
46005,0.66,4.85,234.27,3,25.06,9
46006,1.33,8.96,234.41,4,6.2115,12
46007,2.2,8,80.8,8,6.4184,9
46008,0.36,6.37,140.31,5,1.8502,5
46009,0.19,5.26,202.71,3,78.0181,6
46010,1.16,5.7,331.21,10,16.7924,16
46011,1.22,9.6,326.06,6,2.067,20
46012,0.18,1.89,106.08,4,20.2017,13
46013,0.21,2.61,212.36,4,8.032,10
46014,2.08,13.55,246.11,6,7.1615,14
46015,0.79,1.25,6.7,8,10.4727,39
46016,1.25,13.5,315.51,5,30.02,11
46017,0.9,4.72,107.76,4,33.9139,16
46018,1.21,6.08,144.52,6,9.9157,28
46019,3.38,9.89,463.69,7,9.2411,11
46020,2.95,3.47,304.37,11,2.1177,36
46021,1.54,13.05,746.04,5,3.9076,8
46022,1.15,12.03,855.05,5,16.6632,26
46023,5.83,10.59,92.63,5,4.6196,40
46024,1.89,9.17,269.71,4,25.7197,31
46025,0.36,6.21,161.18,4,34.6806,7
46026,0.17,2.38,44.52,4,45.97,8
46027,0.34,6.61,181.01,5,14.6327,8
46028,2.37,13.8,553,6,3.5087,42
46029,3.72,9.46,39.18,8,17.0569,37
46030,0.61,3.47,79.4,4,9.7126,31
46031,0.44,4.86,40.82,3,6.1213,19
46032,0.51,6.06,109.54,5,6.5584,35
46033,0.56,5.35,502.6,4,14.2896,14
46034,1.28,11.48,137.32,4,21.5381,7
46035,1.41,1.24,64.53,12,9.6799,33
46036,0.36,2.27,144.66,4,17.0529,14
46037,2.68,3.92,128.43,14,4.9191,23
46038,0.81,9.72,254.27,3,22.5003,23
46039,0.53,2.73,21.89,3,25.8236,18
46040,0.35,5.51,167.51,5,32.5849,12
46041,0.88,8.59,386.95,6,27.3174,16
46042,0.38,2.38,150.74,6,22.4739,17
46043,0.48,3.51,197.99,4,1.7944,28
46044,1.42,13.2,515.57,4,6.0224,16
46045,2.31,13.55,940.42,4,18.5335,32
46046,0.26,4.67,427.68,5,20.1907,8
46047,0.89,3.29,242.18,8,1.1835,10
46048,5.41,3.26,227.32,9,0.4001,69
46049,2.36,13.59,81.95,5,23.9324,34
46050,1.94,13.63,922.16,5,12.6235,30
46051,1.1,13.54,544.6,4,5.2904,11
46052,0.66,3.34,186.2,6,1.4109,39
46053,2.2,5.34,137.52,6,31.4791,28
46054,2.11,11.8,612.37,5,11.4203,25
46055,0.69,7.28,290.27,4,32.1863,5
46056,0.5,4.92,156.18,3,7.1707,19
46057,2.71,7,469.87,5,15.5256,51
46058,0.55,7.45,45.99,4,35.2706,6
46059,7.35,12.73,169.66,12,0.213,34
46060,0.85,9.94,907.06,4,17.8121,14
46061,16.4,10.9,307.52,12,4.6377,47
46062,1.44,1.89,121.44,6,2.577,37
46063,3.27,7.14,456.42,6,29.2445,26
46064,1.07,3.68,317.31,8,11.6482,34
46065,1.84,7.06,293.52,7,28.1693,10
46066,1.34,11.83,662.71,5,24.2558,28
46067,1.13,13.59,656.24,4,48.084,17
46068,2.12,12.99,211.81,3,15.0134,12
46069,1.83,11.98,580.12,6,11.3128,42
46070,0.56,6.6,303.39,4,5.6272,8
46071,0.98,1.56,155.41,6,18.9676,48
46072,0.77,8.18,469.75,4,42.5333,17
46073,0.22,2.05,121.26,5,17.6378,12
46074,1.78,8.46,411.18,7,21.0078,15
46075,1.22,7.47,91.82,7,2.7037,23
46076,1.24,9.35,473.6,3,36.5127,25
46077,1.09,2.61,34.23,5,22.584,32
46078,3.9,11.6,291.67,7,9.1894,27
46079,2.09,8.4,637.02,6,26.0868,11
46080,0.19,1.02,24.19,4,19.0487,27
46081,3.99,9.17,617.84,7,13.4613,57
46082,1.79,11.73,627.81,6,16.0815,8
46083,0.31,5.21,186.38,4,37.1731,17
46084,3.37,7.06,36.78,6,22.7901,26
46085,1.02,6.99,371.04,6,5.4004,16
46086,0.42,2.17,197.84,4,3.1822,25
46087,1.7,1.42,69.58,10,3.5646,81
46088,0.64,4.03,205.38,4,39.1077,24
46089,2.77,10.92,270.55,8,2.5134,41
46090,0.17,1.43,46.83,3,38.4358,7
46091,1.51,6.53,199.82,9,25.7104,15
46092,1.16,1.48,9.44,15,0.5222,65
46093,0.58,4.89,171.24,5,32.2965,18
46094,0.37,5.62,128.49,5,42.4172,15
46095,0.84,6.66,37.42,8,4.2152,21
46096,0.56,6.23,98.26,3,65.2383,8
46097,0.46,8.99,431.84,6,35.9247,14
46098,1.13,4.74,393.14,4,39.3914,23
46099,0.14,2.16,186.31,4,19.2336,19
46100,2.36,11.41,92.49,10,25.5858,29
46101,2.97,12.26,526.92,5,38.3669,28
46102,1.22,5.38,115.03,5,6.6664,41
46103,2.38,13.79,1285,5,17.2822,23
46104,0.42,4.74,58.67,3,51.2519,12
46105,0.53,5.19,106.49,4,43.7702,17
46106,0.36,8.93,683.35,4,4.4524,6
46107,0.41,4.87,48.42,3,17.6601,12
46108,0.97,13.72,952.65,4,47.6479,5
46109,0.46,3.48,27.44,6,14.2467,18
46110,0.67,7.13,181.77,6,20.3983,7
46111,0.74,11.15,267.22,5,37.0379,20
46112,0.7,9.5,95.77,4,29.3623,5
46113,0.43,2.72,262.09,5,12.5524,28
46114,1.1,5.65,466.84,7,19.4537,31
46115,5.03,13.54,270.52,7,6.3675,14
46116,6.07,11.38,196.56,10,2.335,46
46117,0.57,5.41,280.15,4,46.5578,21
46118,3.7,12.77,143.02,7,26.3074,29
46119,3.39,13.17,1225.8,4,25.0123,38
46120,0.82,8.22,408.47,4,29.5627,20
46121,0.15,1.5,88.58,3,24.1427,19
46122,2.6,13.17,166.47,4,19.8444,17
46123,0.22,2.26,74.84,3,55.5016,8
46124,0.29,1.89,157.22,4,5.5893,35
46125,0.91,10.63,111.64,3,60.5686,19
46126,0.8,2.25,145.09,8,4.9431,28
46127,2.28,2.31,94.64,12,6.1369,49
46128,1.53,8.14,743.91,5,1.5759,27
46129,0.6,3.04,124.87,4,17.2481,25
46130,2.69,6.04,235.97,8,7.6833,49
46131,0.66,7.71,451.43,4,13.9521,24
46132,1.12,7.16,476.28,4,19.5735,19
46133,1.81,12.53,1054,3,52.4888,18
46134,0.77,13.02,187.1,3,62.6027,12
46135,1.45,13.89,494.6,6,8.5682,21
46136,1.28,9.85,708.73,5,7.8445,25
46137,0.76,12.23,182.2,4,28.9361,7
46138,1.75,13.75,502.59,3,17.8549,21
46139,0.19,4.02,18.87,5,1.2378,10
46140,0.67,7.28,391.86,3,7.3971,17
46141,0.63,3.57,55.15,6,8.1377,17
46142,2.67,12.91,94.54,9,20.4593,17
46143,0.05,1.57,9.98,5,21.2932,2
46144,1.18,13.74,1159.01,4,36.0679,7
46145,1.61,10.73,578.6,5,15.9409,31
46146,1.12,7.45,286.25,5,12.1128,31
46147,4.86,9.98,651.69,6,5.9829,15
46148,1.34,7.4,244.31,3,43.144,12
46149,0.28,2.66,124.42,4,27.5319,24
46150,1.37,9.71,42.64,4,23.2434,30
46151,3.98,13.95,244.45,10,16.1525,16
46152,1.19,13.58,871.03,6,5.1962,12
46153,0.59,13.02,1053.81,6,25.9721,7
46154,2.31,4.53,316.7,6,6.9434,45
46155,1.23,6.77,233.17,6,17.646,6
46156,0.54,7.51,282.71,3,36.2967,7
46157,0.84,9.38,67.43,3,8.5841,16
46158,2.71,5.01,21.09,5,3.1511,46
46159,1.2,10.94,255.67,4,22.5831,18
46160,0.66,9.97,112.64,5,12.5009,9
46161,1.88,12.94,298.01,4,27.7725,18
46162,7.89,7.46,431.48,9,6.6325,26
46163,1.57,12.01,1099.98,4,41.1641,20
46164,0.58,2.3,112.45,5,1.3626,34
46165,0.43,2.6,68.4,6,0.4352,33
46166,0.52,6.66,643.36,6,12.5766,14
46167,0.41,9.55,83.6,4,53.3772,3
46168,1.3,10.04,189.93,6,24.7506,16
46169,2.08,9.38,82.81,4,4.0688,32
46170,2.44,13.79,730.32,6,11.4413,44
46171,0.33,2.87,140.9,4,30.246,13
46172,5.3,6.74,70.21,11,5.9086,37
46173,0.84,10.67,303.5,5,16.2548,20
46174,1.98,11.86,881.24,7,22.312,12
46175,1.49,8.79,40.21,4,13.1399,22
46176,0.93,7.05,504.71,4,16.8126,23
46177,1.68,9.52,490.08,4,29.7777,19
46178,0.54,5.71,65.7,5,34.5494,20
46179,0.57,4.83,71.27,4,20.4323,10
46180,0.56,2.82,179.07,7,13.6963,30
46181,1.41,7.38,82.72,4,21.151,16
46182,11.82,11.31,66.84,9,16.3248,64
46183,0.61,3.37,254.77,5,36.282,11
46184,15.05,12.98,825.58,9,5.0574,35
46185,1.93,11.05,791.56,6,17.5511,33
46186,0.34,7.36,511.01,6,13.706,13
46187,1.25,7.86,421.05,8,0.8547,33
46188,2.12,2.75,21.35,12,13.5619,40
46189,0.09,2.75,40.38,3,49.1488,8
46190,2.42,8.43,423,4,19.5585,27
46191,1.24,8.22,495.62,4,22.2859,30
46192,0.97,5.63,244.1,4,30.2673,18
46193,0.28,1.84,7.88,6,5.176,34
46194,1.92,12.45,576.44,3,10.5975,8
46195,1.08,5.93,165.45,3,11.2112,26
46196,0.38,3.12,71.54,4,3.9405,22
46197,2.18,10.91,399.04,7,23.579,27
46198,0.48,3.13,49.51,4,2.43,13
46199,2.1,12.18,673.81,3,17.9515,8
46200,0.36,4.8,289.41,4,19.5756,8
46201,1.56,12.74,514.14,4,30.7827,11
46202,1.48,8.38,480.63,6,17.5161,30
46203,0.32,3.64,210.28,4,47.8857,20
46204,4.09,7.79,775.31,5,20.0663,12
46205,1.16,13.29,549.02,4,34.4307,10
46206,0.71,1.78,39.9,11,8.9776,22
46207,5.61,10.82,953.84,7,18.1044,44
46208,1.77,6.19,287.86,6,8.5812,10
46209,1.38,12.61,391.92,5,32.3895,20
46210,5.61,4.74,71.39,14,9.2337,65
46211,0.22,2.84,14.11,5,36.4395,17
46212,0.45,6.94,153.99,4,28.3944,14
46213,0.38,3.42,101.17,4,27.2947,25
46214,1.69,11.58,359.53,4,20.0535,12
46215,0.9,5.2,31.21,4,14.1274,14
46216,4.89,9.22,362.64,8,1.0865,14
46217,0.36,6.41,193.29,4,37.9544,13
46218,0.42,2.66,42.52,5,2.3586,13
46219,0.24,3.61,168.82,4,18.036,18
46220,1.47,6.58,276.27,6,17.9536,49
46221,0.41,5.26,22.66,5,28.5478,14
46222,1.23,2.12,152.02,11,7.8979,33
46223,0.31,4.22,39.14,5,23.3125,11
46224,0.88,5.01,76.5,10,10.6844,26
46225,1.71,10.31,79.84,6,23.9243,14
46226,0.85,7.99,68.9,5,26.1827,18
46227,0.25,5.86,67.97,4,47.903,10
46228,1.09,11.96,186.4,5,16.5505,35
46229,1.01,4.35,112.33,5,11.0248,21
46230,0.28,2.14,120.99,5,13.3756,23
46231,2.22,9.08,606.51,5,40.4748,29
46232,1.73,12.56,856.94,4,38.4837,21
46233,2.03,12.27,819.2,5,8.4625,29
46234,3.17,8.75,195.35,6,16.0475,18
46235,1.13,8.89,436.44,6,21.5264,31
46236,0.52,3.86,70.57,4,36.5933,12
46237,1.18,13.61,198.91,4,22.1466,22
46238,1.47,8.88,38.08,4,29.6299,34
46239,1.34,8.78,704.48,6,1.1641,14
46240,1.26,12.62,481.89,3,19.0826,15
46241,0.83,6.89,104.55,4,41.2781,14
46242,0.78,13.24,447.81,5,34.6456,15
46243,0.76,5.41,478.68,5,24.2931,12
46244,1.2,10.88,344.26,4,14.7701,10
46245,1.38,10.58,269.54,4,33.1989,9
46246,0.71,2.23,67.08,5,15.8658,29
46247,1.25,10.93,342.71,5,11.2789,26
46248,1.77,9.72,601.8,6,17.5043,23
46249,1.13,10.01,390,3,26.3534,7
46250,0.61,6.2,449.39,5,20.2512,10
46251,1.69,12.79,104.24,5,11.8769,24
46252,2.96,11.08,246.59,5,12.3049,26
46253,0.66,11.96,944.99,5,20.8944,4
46254,0.52,6.01,135,5,15.13,14
46255,0.58,4.87,474.02,6,26.2883,36
46256,0.75,7.68,608.19,3,42.2371,14
46257,0.35,1.03,81.96,10,16.0885,17
46258,1.06,10.59,709.36,4,47.8599,11
46259,0.59,7.78,242.4,4,14.7227,7
46260,1.36,11.07,614.59,5,5.1054,27
46261,0.2,1.39,5.62,5,1.5017,29
46262,1.08,6.35,94.23,5,15.1954,28
46263,1.01,3.47,149.36,8,0.6898,32
46264,0.55,3.15,298.86,4,24.5974,19
46265,0.95,6.91,95.24,3,44.6514,23
46266,8.49,13.28,109.55,7,0.924,38
46267,0.52,7.43,419.05,5,49.2431,14
46268,1.05,4.99,203.65,4,14.5183,26
46269,2.49,12.93,724.17,4,14.8176,10
46270,0.98,5.73,218.49,10,27.2988,38
46271,0.33,3.79,220.49,6,20.2912,20
46272,3.38,7.23,611.69,11,8.3215,18
46273,0.65,7.63,93.66,4,4.8906,15
46274,1.5,7.01,29.55,4,4.6011,25
46275,2.45,12.72,878.51,3,9.7504,10
46276,0.3,1.51,117.66,9,23.2987,26
46277,0.3,3.01,69.72,5,39.4724,19
46278,0.2,1.39,7.1,5,27.6379,21
46279,0.49,2.53,242.32,8,16.1039,13
46280,2.92,5.26,337.72,7,11.0099,53
46281,1.88,9.3,612.45,3,13.0074,14
46282,0.91,6.27,57.31,6,8.4074,20
46283,1.03,7.46,549.36,5,1.3969,12
46284,1.39,12.83,720.37,5,21.8619,18
46285,0.82,9.83,429.16,3,9.1581,18
46286,1,8.25,744.07,6,22.2804,27
46287,0.93,11.9,262.97,5,42.6709,16
46288,0.41,2.82,17.61,6,6.7743,15
46289,0.56,11.89,648.9,4,34.517,19
46290,0.58,2.3,198.58,6,10.5699,15
46291,3.69,3.31,79.73,14,12.7583,23
46292,0.63,9.8,823.59,6,38.2413,18
46293,0.35,4.63,359.62,3,24.722,19
46294,0.42,4.34,227.03,6,36.1259,18
46295,0.07,1.02,71.5,6,13.8869,20
46296,1.25,5.5,472.22,8,12.9875,32
46297,0.04,1.65,22.08,3,25.7912,6
46298,1.06,9.04,257.13,4,37.4721,20
46299,1.54,10.73,654.44,5,21.674,14
46300,0.29,3.67,18.53,5,10.2763,16
46301,1.41,13.87,382.38,5,12.9261,28
46302,1.58,9.21,193.47,4,12.7629,37
46303,0.46,2.79,16.05,5,5.4918,36
46304,0.76,3.97,125.28,6,9.0975,32
46305,0.1,1.47,24.25,4,14.2918,15
46306,0.72,5.54,399.4,6,17.7989,20
46307,5.95,8.99,518.2,6,8.3143,61
46308,0.65,9.55,172.05,4,1.6761,5
46309,0.47,9.75,906.6,4,28.0788,6
46310,0.42,2.07,57.51,3,38.4183,18
46311,0.2,2.29,24.8,5,26.0331,15
46312,0.67,11.87,122.2,3,53.5626,7
46313,0.36,2.33,18.1,4,40.644,18
46314,6.85,7.01,227.61,11,9.5486,52
46315,3.57,10.37,604.69,7,23.0626,42
46316,1.98,8.3,105.49,5,7.3616,38
46317,0.76,7.29,601.18,5,2.9759,9
46318,2.89,13.85,322.18,7,35.8705,22
46319,0.46,8.94,143.46,4,40.7237,10
46320,1.13,6.4,393.55,5,20.9366,6
46321,0.67,9.9,381.33,5,15.6797,6
46322,0.52,7.24,47.99,4,50.7273,9
46323,0.76,12.32,370.44,4,2.794,7
46324,1.98,10.29,385.99,3,9.1732,29
46325,1.16,13.86,632.88,4,2.4578,11
46326,1.08,10.74,452.19,4,25.6158,13
46327,7.55,7.15,532.05,10,10.4878,62
46328,3.4,11.71,1095.47,6,9.9215,36
46329,0.84,4.26,99.65,4,34.1464,10
46330,0.44,3.42,33.38,5,20.4009,7
46331,1,8.05,101.24,3,18.8942,13
46332,11.69,13.11,885.24,17,4.5944,41
46333,0.39,10.79,195.77,3,29.4446,4
46334,1.92,12.97,1080.86,3,14.8689,12
46335,0.31,4.38,434.98,5,24.6118,21
46336,0.86,7.16,91.59,4,28.7994,21
46337,1.36,6.12,532.55,4,0.5703,35
46338,3.33,9.1,380.86,8,11.561,20
46339,6.02,13.19,145.89,10,12.4664,48
46340,0.84,8.44,631.81,6,8.1887,21
46341,0.58,4.93,43.76,3,48.7831,17
46342,0.88,8.92,149.72,4,4.3456,26
46343,0.51,3.04,17.2,6,20.3232,17
46344,0.71,9.88,118.66,6,28.9269,13
46345,1.56,12.58,514.65,7,41.7259,4
46346,1.42,13.67,470.78,5,32.8675,10
46347,1.45,12.31,56.56,5,3.234,18
46348,0.44,3.58,20.21,5,28.1368,27
46349,0.59,5.4,309.69,3,29.3866,16
46350,0.49,7.69,450.99,3,32.2619,9
46351,0.85,5.81,156.84,4,24.1786,11
46352,0.95,5.11,138.09,6,11.8234,25
46353,1.56,8.57,34.5,4,7.908,32
46354,0.42,2.82,191.87,4,10.2454,28
46355,1.08,9.58,916.46,4,4.2317,9
46356,0.04,1.1,38.85,6,6.5881,14
46357,1.78,13.67,55.31,5,12.6943,33
46358,0.38,7.08,399.43,3,11.5616,5
46359,0.87,10.63,250.9,3,53.7122,11
46360,1.86,2.51,41.77,16,12.0557,44
46361,0.84,8.19,343.09,3,14.0766,10
46362,1.57,9.42,441.09,4,18.8511,30
46363,0.55,6.1,105.79,4,25.362,18
46364,0.22,2.12,149.76,6,2.9611,19
46365,0.14,1.47,33.47,4,12.6271,14
46366,0.81,6.74,634.7,7,17.0733,8
46367,4.47,7.85,399.71,12,15.0475,27
46368,2.57,12.22,625.96,7,13.8788,42
46369,0.99,10.59,870,4,5.3149,6
46370,1.32,8.24,695.55,7,9.1191,24
46371,1.87,5.04,181.46,9,20.0767,33
46372,3.78,13.99,94.28,5,28.4098,24
46373,0.98,11.71,575.59,3,48.8296,6
46374,0.68,4.31,70.22,4,11.9206,19
46375,0.47,12.54,1125.81,6,22.6218,5
46376,0.49,4.82,28.4,4,36.4333,27
46377,0.94,6.31,112.87,4,4.6399,27
46378,0.72,10.47,207.05,3,59.9434,15
46379,0.93,8.45,127.04,5,6.5418,23
46380,1.74,13.41,1077.17,4,36.0809,26
46381,0.75,6.38,318.65,4,20.1627,16
46382,0.73,9.63,132.47,4,45.4256,7
46383,0.9,5.65,167.14,4,7.9779,18
46384,0.09,1.05,69.98,4,37.2956,16
46385,0.52,3.4,47.06,4,12.9891,13
46386,18.9,13.66,1171.89,11,15.1646,57
46387,8.04,11.63,149.21,10,12.8514,60
46388,0.67,12.63,678.4,5,15.8298,6
46389,1.69,12.49,135.57,6,10.3414,14
46390,1.56,11.59,314.7,4,9.9513,8
46391,4.46,9.86,367.34,8,6.6231,30
46392,0.42,5.11,44.99,3,15.7491,18
46393,0.16,1.63,131.2,3,17.6811,16
46394,2.27,7.9,515.29,4,35.8287,26
46395,1.28,7.15,477.03,7,30.7768,14
46396,0.17,5.34,520.26,3,49.0539,8
46397,4.67,4.5,115.29,9,19.5371,66
46398,5.75,11.62,797.64,9,14.7948,20
46399,0.75,8.32,807.42,4,24.9608,23
46400,8.94,10.18,829.67,10,3.0832,29
46401,0.74,4.5,64.77,4,11.9017,21
46402,0.49,6.44,88.92,3,59.6316,7
46403,0.38,6.12,136.21,6,29.4794,11
46404,1.68,10.46,342.59,4,12.3535,12
46405,1.87,12.37,293.48,3,13.792,9
46406,0.78,6.12,421.49,6,0.7525,16
46407,0.45,6.49,217.47,6,16.8585,22
46408,1.42,12.45,340.24,3,36.8697,18
46409,0.44,3.33,192.21,3,14.8187,22
46410,3.84,11.41,255.82,5,15.255,40
46411,0.69,8.07,164.57,5,13.1642,7
46412,3.69,11.05,164.33,7,17.0689,10
46413,0.24,5.57,56.88,3,64.5899,6
46414,1.37,12.06,402.41,4,0.9172,10
46415,1.17,6.35,388.67,4,18.5662,26
46416,1.39,11.12,137.23,3,8.5648,23
46417,0.86,8.88,232.23,4,25.6628,6
46418,0.36,2.2,84.83,4,17.5298,15
46419,0.95,6.98,234.21,7,4.2803,12
46420,1.24,10.87,857.73,3,30.3398,26
46421,0.44,1.06,29.14,7,1.3214,28
46422,1.38,13.99,1131.22,5,20.1929,17
46423,1.68,12.64,520.46,4,32.6168,8
46424,1.49,12.89,104.49,6,8.7934,28
46425,1.24,10.38,868.37,4,7.9298,8
46426,0.55,2.16,114.93,8,11.5655,27
46427,1.87,11.01,310.44,4,28.5357,29
46428,5.18,8.27,489.53,8,10.4538,59
46429,1.74,13.69,594.95,4,8.9481,31
46430,0.24,11.76,186.18,2,105.7874,4
46431,1.13,8,434.53,5,3.9805,14
46432,8.44,10.04,330.11,13,0.9374,42
46433,0.51,7.21,328.53,6,43.4734,9
46434,4.17,13.89,104.49,7,26.7121,23
46435,0.46,2.04,29.12,5,30.8199,28
46436,0.22,1.5,37.64,5,3.2478,13
46437,0.63,13.97,159.35,2,53.9523,6
46438,0.48,3.97,28.83,6,23.7378,19
46439,2.71,7.7,768.14,10,4.3797,38
46440,0.85,11.5,1010.2,6,2.1275,16
46441,0.54,4.93,294.26,4,11.3822,16
46442,0.87,9.75,101.91,6,40.1045,3
46443,0.63,3.11,59.77,7,5.0729,16
46444,2.18,10.39,102.23,4,5.792,13
46445,2.36,9.35,799.27,7,24.3437,33
46446,1.58,12.96,122.17,4,11.757,29
46447,0.86,11.73,1095.65,6,29.1673,5
46448,2.84,12.42,73.88,6,17.1117,26
46449,0.42,11.64,686.64,4,6.398,7
46450,0.36,6.14,524.47,4,56.1705,12
46451,0.14,1.01,51.6,4,13.4337,17
46452,1.59,12.49,727.27,10,3.8634,14
46453,0.23,1.3,49.14,6,7.1978,27
46454,0.14,1.24,14.17,4,9.7268,14
46455,0.67,6.01,532.36,5,10.3358,25
46456,0.97,12.7,239.09,4,9.8905,8
46457,0.71,12.26,400.9,5,47.562,14
46458,0.85,7.78,307.23,5,25.4891,18
46459,0.22,3.48,67.71,5,5.8915,18
46460,1.09,8.75,431.99,4,35.4593,25
46461,8.06,12.64,135.16,7,5.8084,61
46462,0.82,6.36,172.91,4,17.8685,19
46463,2.09,13.96,431.4,3,29.3673,12
46464,0.37,2.06,38.6,7,24.5803,7
